Date,MonthYear,,Attack Name,Network,Type of attack,Type of Protocol,Losses in USD,Deplorer Adress,Attacker,Attacker Smart Contracts,Attacked Protocol Addresses,Exploit is happening during smart contract creation,Forta Detected,Detected For Protocol,AlertId,Time of Alert,ExploitTxHash,Time of Exploit Tx,Diff,Diff in sec,Detected Early or During Exploit,Super Early,Alert id - Beta,Time of Beta/beta alt or Lean AD,DIff with exploit in secs,prod vs beta/lean -diff in secs,Time to Detect Comment,Victim,Status,Victim Comment,Comment,Indication of performance issue,Github Issue,Bullet points,ProtocolContracts,MatchingAlertHashesForProtocolContracts_TPs,MatchingAlertHashesForProtocolContracts_FPs,FP Count,MEV FrontRun,Hyperlink,# of TX to any protocol address where a new contract is created (60days prior to attack),,Funded by,Funder exploit contract
12/08/2023,202312,49,Hexacoin,Mainnet,msg sender spoofing,,"$186,000,000",,0x1aD4c765d73635Ac8beDD09f1e18c5d1e0905549,0x87bFF052dAeC9F3A94b9797Aae1f9501d1F29CCD,,FALSE,FN,FN,,,0x05efe7e32fe95fe04854a352b7ad06dcdb11645a15c47efb3aaf90e30394d657,Dec-08-2023 06:42:59 AM +UTC,,,FALSE,,,,,,,,,,Third web vulnerability - There are malicious smart contract and TC funding but not an AD alert.,Logic failed,https://github.com/forta-network/starter-kits/issues/479,,,,,,,,,,Tornado Cash,TRUE
1/12/2024,20241,2,Wise Lending,Mainnet,,Money Market,"$464,000",,0xb90cf1d740b206b6d80854bc525e609dc42b45dc,0x91c49Cc7FBfE8f70AceEb075952cD64817f9d82c,,TRUE,TP,TP,ATTACK-DETECTOR-2,"Fri, 12 Jan 2024 19:29:43 GMT",0x67d6c554314c9b306d683afb3bc4a10e70509ceb0fdf8415a5e270a91fae52de,Jan-12-2024 07:28:35 PM +UTC,52 sec,52,TRUE,FALSE,ATTACK-DETECTOR-2,"Fri, 12 Jan 2024 19:28:07 GMT",28 sec,96,,,,,"Again, there were alerts for three phases (funding, preparation and explotation) although the two former were sufficient cex-funding and malicious smart contract deployment. Beta bot had the ability to catch it earlier. ",Perf issue,,,0x91c49Cc7FBfE8f70AceEb075952cD64817f9d82c,,,,,,,,Tornado Cash,TRUE
12/07/2023,202312,49,Time,Mainnet,msg sender spoofing,,"$190,000",,0xa16a5f37774309710711a8b4e83b068306b21724,0x2bb584c3a36f86D40550766752417c81D5E5faD4,,FALSE,FN,FN,,,,,,,FALSE,,,,,,,,,,Thing here is that it was frontran by a mev bot,Logic failed,,,,,,,yes,https://etherscan.io/tx/0xecdd111a60debfadc6533de30fb7f55dc5ceed01dfadd30e4a7ebdb416d2f6b6,,,unknown,FALSE
12/06/2023,202312,49,Elephant exploiter,bsc,oracle manipulation,,"$165,000",,0xbbcc139933D1580e7c40442E09263e90E6F1D66D,0x69BD13F775505989883768ebd23D528c708D6Bcf,,FALSE,TP,TP,ATTACK-DETECTOR-2,"Wed, 06 Dec 2023 10:28:17 GMT",0xd423ae0e95e9d6c8a89dcfed243573867e4aad29ee99a9055728cbbe0a523439,Dec-06-2023 10:27:58 AM +UTC,19 secs,19,FALSE,,,,,,,,,,"This address had already executed another exploit - OKC, He already had native tokens that's why he did not fund prior to the attack. Tracking past exploiters could help.",Logic failed,https://github.com/forta-network/starter-kits/issues/351,,0xCb5a02BB3a38e92E591d323d6824586608cE8cE4,,,,,,,,Tornado Cash,TRUE
01/18/2024,20241,3,Rose,Arbitrum,Reward manipulation,,"$40,000",,0x54949211ca6cE328757D4138A474150D7BE4d1c8,0x6858f645d1f1031133203bd193d6a0e1d2b946e6,,FALSE,TP,FN,ATTACK-DETECTOR-2,"Sat, 13 Jan 2024 12:53:32 GMT",0xd54088b8a6a3345ea008991c1475f42b3ce67b49f41fa946bfb6072d48a02bf8,Jan-18-2024 08:36:30 AM +UTC,"4 days, 19 hs and 42 mins",-347578,TRUE,TRUE,,,,,,,,,Thing here is that the AD triggered for a previous attack so this address was already labeled. However it did not trigger for this last one. AD identified the attacker but not the victim.,Early enough,,,,,,,,,,,EOA's attacker,FALSE
01/17/2024,20241,3,"BMIZapper, BasketDAO",Mainnet,arbitrary external calls,Yield aggregator,"$114,000",,0x63136677355840F26c0695dD6DE5C9E4f514f8e8,0xae5919160a646f5d80d89f7aae35a2ca74738440,,FALSE,FN (Beta-alt Detected),FN,,,0x97201900198d0054a2f7a914f5625591feb6a18e7fc6bb4f0c964b967a6c15f6,Jan-17-2024 09:31:11 PM +UTC,,,FALSE,FALSE,ATTACK-DETECTOR-7,"Thu, 18 Jan 2024 00:58:20 GMT",102769,not detected on prod,,,,,"Although the beta detected, it was useless as it was way after the attack. ",Logic failed,https://github.com/forta-network/starter-kits/issues/480,,,,,,,,,,Fixed Float,FALSE
01/16/2024,20241,3,Socket,Mainnet,Function Parameter Validation,cosschain interoperability protocol,"$3,300,000",,0x50DF5a2217588772471B84aDBbe4194A2Ed39066,0xf2d5951bb0a4d14bdcc37b66f919f9a1009c05d1,,TRUE,TP,TP,ATTACK-DETECTOR-2,"Tue, 16 Jan 2024 19:11:43 GMT",0xc6c3331fa8c2d30e1ef208424c08c039a89e510df2fb6ae31e5aa40722e28fd6,Jan-16-2024 07:11:23 PM +UTC,20 secs,20,TRUE,FALSE,ATTACK-DETECTOR-1,"Tue, 16 Jan 2024 19:04:20 GMT",-417,437,,,,,beta version detected prior to the production version,Perf issue,,,,,,,,,,,Fixed Float,TRUE
1/22/2024,20241,4,"Concentric, Mozaic",Arbitrum,Wallet compromise,,"$1,700,000",,"0x105f52fcc329cef4cbe25bc946f8a3738414e4a1, 0x1f14e38666cdd8e8975f9acc09e24e9a28fbc42d, 0xc586e4b2f00ce6405741104f7394ff3df15850d3, 0x3F06D41f7a7B0Fce0b4cD201fa6a207363A2317d",nill,,FALSE,FN,FN,,,,,,,FALSE,FALSE,,,,,,,,,Attacker executed a social enginnering attack where he was able to gain control  of a contract which gave him the possibility to drain assets. Exploiter then chose to consolidate funds on the same address he used for OKX exploit. ,Logic failed,,,0x8883d82E852F966ce88A9a9917D70d6f9E3933d9,,,,,,,,Unknown,nill
1/22/2024,20241,4,DAO SoulMate,Mainnet,insufficient access control,community,"$319,000",,"0xd129d8c12f0e7aa51157d9e6cc3f7ece2dc84ecd, 0xd215ffaf0f85fb6f93f11e49bd6175ad58af0dfd",0xd129D8C12f0e7aA51157D9e6cc3F7Ece2dc84ecD,,FALSE,TP,TP,ATTACK-DETECTOR-2,"Mon, 22 Jan 2024 17:14:50 GMT",0x1ea0a2e88efceccb2dd93e6e5cb89e5421666caeefb1e6fc41b68168373da342,Jan-22-2024 05:14:35 PM +UTC,15 secs,15,FALSE,FALSE,ATTACK-DETECTOR-2,"Mon, 22 Jan 2024 11:44:32 GMT",-19803,-19818,,,,,"Although there was a contract deployed, seems it was a private key compromise. The contract was used in order to do the swapp all in the same tx with the withdrawal",Logic failed,,,,,,,,,,,Railgun,TRUE
1/22/2024,20241,4,GAMEE,Polygon,Wallet compromise,Gaming,"$7,000,000",,0x16afA519642C932B073CD21D82162BDc7a471b86,nill,,FALSE,TP,TP,ATTACK-DETECTOR-2,"Mon, 22 Jan 2024 22:05:04 GMT",0xdab0b4e0396e8b9c0d622f68624f92febdf1cf88bc94def8a9713b5f78d39922,Jan-22-2024 06:34:31 PM +UTC,17433 secs,17433,FALSE,FALSE,ATTACK-DETECTOR-2,"Mon, 22 Jan 2024 22:05:04 GMT",17433,0,,,,,it was a private key comrpomise,Logic failed,,,,,,,,,,,fixed float,TRUE
1/25/2024,20241,4,WallStreetMemes,Ethereum,Wallet compromise,Bet,"$7,000,000",,0xb528b27361750962b42a76aed88f8f805221ab4a,nill,,FALSE,FN,FN,,,,,,,FALSE,FALSE,,,,,,,,,it was a private key comrpomise,Logic failed,,,,,,,,,,,nill,nill
1/25/2024,20241,4,Nebula Revelation,Optimism,Reentrancy,Gaming,"$180,000",,0x1FD0a6A5e232EebA8020A40535AD07013Ec4ef12,0xd3cfde9265321cefd1e0dda4fd4162d23f305c7a830e200f207111b4b829c8d8,,FALSE,TP,FN,ATTACK-DETECTOR-PREPARATION,"Thu, 25 Jan 2024 12:12:12 GMT",0xf4fc3b638f1a377cf22b729199a9aeb27fc62fe2983a65c4d14b99ee5c5b2328,Jan-25-2024 12:15:15 PM +UTC,-183 secs,-183,TRUE,TRUE,SUSPICIOUS-CONTRACT-CREATION,"Thu, 25 Jan 2024 12:11:59 GMT",-196,13,,,,,The attack detector caught in on time. Thing here is that there was no victim identification as it was too early,Early enough,,Nebula revelation,0x5499178919C79086fd580d6c5f332a4253244D91,,,,,,,,Tornado Cash,TRUE
1/27/2024,20241,4,Citadel One,Arbitrum,oracle manipulation,Treasury backed protocol,"$106,000",,0xfCf88e5E1314cA3B6be7EEd851568834233F8b49,0xfcbf411237ac830dc892edec054f15ba7f9ea5a6,,FALSE,TP,TP,COMBINATION,"Sat, 27 Jan 2024 09:25:48 GMT",0xf52a681bc76df1e3a61d9266e3a66c7388ef579d62373feb4fd0991d36006855,Jan-27-2024 09:25:36 AM +UTC,12 secs,12,TRUE,FALSE,ATTACK-DETECTOR-2,"Sat, 27 Jan 2024 09:25:44 GMT",8,-4,,,,,"The address was funded by fixed float, then crosschain bnb to eth using a bridge called SWFT. The cex funding never alerted the fixed loat funding",Logic failed,https://github.com/forta-network/starter-kits/issues/504,,0x5ed32847e33844155c18944ae84459404e432620,,,,,,,,FixedFloat,TRUE
1/28/2024,20241,4,Barley Finance,Mainnet,Reentrancy,,"$130,000",,"0x7b3a6eff1c9925e509c2b01a389238c1fcc462b6, 0x68ff5202baae2a963d9dd4d31cdfa423bc548874, 0xc596523b77ceb9567279b572c653ecf4ba763cb7","0x9B3F99369FAf1B0762C997817607d89865928Fe1, 0x356E7481B957bE0165D6751a49b4b7194AEf18D5, 0xeb0D248d52047c64b5DC12336e40ef8A99F78BdC, 0x2cbEf94bE18F4E28f7BE398257c1cb0A5f05dbeD",,FALSE,TP,TP,ATTACK-DETECTOR-2,"Sun, 28 Jan 2024 17:55:11 GMT",0x995e880635f4a7462a420a58527023f946710167ea4c6c093d7d193062a33b01,2024-01-28 17:54:59,12 secs,12,FALSE,FALSE,ATTACK-DETECTOR-2,"Sun, 28 Jan 2024 17:55:11 GMT",12,0,,,,,There were sufficient bots that could have made the bot triggered earlier. Changenow+suspicious contract,Perf issue,,,,,,,,,,,ChangeNow,TRUE
1/30/2024,20241,5,Abracadabra,Mainnet,Rounding error,Money Market,"$6,500,000",,0x87f585809ce79ae39a5fa0c7c96d0d159eb678c9,"0x13af445f81b0deca5dcb2be6a4c691f545c95912, 0xE1091D17473b049CcCD65c54f71677Da85b77A45",,TRUE,TP,TP,ATTACK-DETECTOR-PREPARATION,"Tue, 30 Jan 2024 10:15:17 GMT",0x26a83db7e28838dd9fee6fb7314ae58dcc6aee9a20bf224c386ff5e80f7e4cf2,Jan-30-2024 10:14:35 AM +UTC,77 secs,77,TRUE,FALSE,SUSPICIOUS-CONTRACT-CREATION,"Tue, 30 Jan 2024 10:14:35 GMT",0,77,,,,,Contract was invoked at the same time of the creation. At its best the alert should have been at the time of the contract creation/invoke,Perf issue,,,,,,,,,,,Tornado Cash,TRUE
1/31/2024,20241,5,CheckDot,bsc,oracle manipulation,insurance,"$120,000",,0x1f9E20C161eEdbA06E8cA9edF5F780b9C45E68DF,0x056881ab37a8413408dFb15E79d0999577A901bE,,FALSE,TP,TP,ATTACK-DETECTOR-PREPARATION,"Wed, 31 Jan 2024 17:35:56 GMT",0xdd19e3a1657f8381b561c4d6c9b61be67380e10fd4d367ccad6e8cf28c114e72,Jan-31-2024 05:40:27 PM +UTC,-271 secs,-271,TRUE,TRUE,ATTACK-DETECTOR-2,"Wed, 31 Jan 2024 17:35:44 GMT",-283,12,,,,,The attack was not executed as blocksec alerted on time,Early enough,,,,,,,,,,,ChangeNow,TRUE
2/2/2024,20242,5,ADC Token,Mainnet,Reward manipulation,,"$40,000",,0x24A0c66f185874B251Eb70BEE2C2e35E39848419,0x2ffdce5f0c09a8ee3a568bc01f35894b2d77a6d6,,FALSE,TP,TP,ATTACK-DETECTOR-2,"Fri, 02 Feb 2024 05:29:01 GMT",0xcf834aff4de9992f5da9c443600dad9c6277a8a00de5007842fece51564992db,Feb-02-2024 05:28:47 AM +UTC,14 secs,14,FALSE,FALSE,ATTACK-DETECTOR-2,"Fri, 02 Feb 2024 05:29:01 GMT",14,0,,,,,We do not have coverage for cases where the funding is coming from another attacker's EOA,Logic failed,https://github.com/forta-network/starter-kits/issues/351,,"0xdE46fcF6aB7559E4355b8eE3D7fBa0f2730CDdd8, 0xaE2C7af5fc2dDF45e6250a4C5495e61afC7AcF50",,,,,,,,EOA's attacker,TRUE
2/4/2024,20242,5,Reservoir Finance,Avalanche,insufficient access control,,"$4,000",,0x42561d7e5896052e6c93dd934f1fca5aa002c1e1,nill,,FALSE,FN,FN,,,0xd709b1719e7ec2517c7cdcba5c8e8ba1855733669ea445f3fc26bed265be47f1,,,,FALSE,FALSE,,,,,,,,,There was no contract deployment. Still it was flagged afterwards as the address was funded by changenow and deploy a new contract on polygon.,Logic failed,,,,,,,,,,,EOA's attacker,TRUE
2/5/2024,20242,6,Burned Finance,bsc,Reward manipulation,liquidity mining,"$66,000",,0xC9FBCf3EB24385491f73BbF691b13A6f8Be7C339,0xB5EEbf73448E22cE6a556f848360057f6Aadd4e7,,FALSE,FN,FN,,,0x1d0af3a963682748493f21bf9e955ce3a950bee5817401bf2486db7a0af104b4,,,,FALSE,FALSE,,,,,,,,,issue in the malicious smart contract bot,Logic failed,https://github.com/forta-network/starter-kits/issues/538,,,,,,,,,,Tornado Cash,FALSE
2/9/2024,20242,6,PlayDapp,Mainnet,Wallet compromise,Gaming,"$290,000,000",,0xd151050d43c28690766f50ce9ea8686c5d243a40,nill,,FALSE,FN,FN,,,,,,,FALSE,FALSE,,,,,,,,,Private key compromise issue,Logic failed,https://github.com/forta-network/starter-kits/issues/539,,,,,,,,,,nill,nill
2/18/2024,20242,7,FixedFloat,Mainnet,Wallet compromise,exchange,"$26,000,000",,0x85c4fF99bF0eCb24e02921b0D4b5d336523Fa085,nill,,FALSE,FN,FN,,,,,,,FALSE,FALSE,,,,,,,,,Private key compromise issue. However attacker used exch to launder funds,Logic failed,https://github.com/forta-network/starter-kits/issues/541,,,,,,,,,,Tornado Cash,
2/15/2024,20242,7,Particle trade,Mainnet,3rd party compromise,leverage trading,"$139,000",,0x2c903F97Ea69B393Ea03E7FAb8D64D722b3f5559,0xE55607B2967DDbE5FA9A6A921991545b8277Ef8F,,FALSE,FN (Beta-alt Detected),FN,,,0x2cc3c3cfbdf04441f3349e49768c909ac252ace6f78b24a25d4700a47883514a,Feb-15-2024 06:09:35 AM +UTC,,,FALSE,FALSE,ATTACK-DETECTOR-PREPARATION,"Wed, 14 Feb 2024 18:48:11 GMT",45616,not detected on prod,,,,,It was ran locally and there was an output. Both TC and malicious smart contract triggered,Perf issue,,Particle trade attack,,,,,,,,,Tornado Cash,TRUE
2/12/2024,20242,7,GAME,Mainnet,Reentrancy,,"$45,000",,0x145766A51ae96E69810fE76f6f68Fd0e95675A0B,"0x19eF7138032229cD3F2D8921598250C03B838391, 0x327aa670AABeAaC9B8F099E4827e04e957B66dCd, 0x8d4dE2Bc1a566b266bD4B387f62C21e15474D12a",,FALSE,TP,TP,ATTACK-DETECTOR-3,"Mon, 12 Feb 2024 18:48:19 GMT",0xf8a4df2a98dc869fc7e301fd319e768db380a68291f59d407392cd332c1958ee,Feb-12-2024 06:59:47 PM +UTC,-588 secs,-588,TRUE,TRUE,SUSPICIOUS-CONTRACT-CREATION,"Mon, 12 Feb 2024 18:24:43 GMT",-2104,1516,,,,,There were sufficient  base bot alerts that should have made the bot triggered earlier. Either way the bot was warlier enough to trigger in time,Perf issue,,Game exploit,,,,,,,,,ChangeNow,TRUE
2/13/2024,20242,7,Azuma,Mainnet,Function Parameter Validation,,"$26,000",,0xea75aec151f968b8de3789ca201a2a3a7faeefba,,,FALSE,TP,FN,ATTACK-DETECTOR-2,"Mon, 08 Jan 2024 13:10:03 GMT",0x34f0b22d02eedf53d9d12d6b344c2f78fc1a260ce268ffb81b99b5e532fcacff,Feb-13-2024 11:23:59 PM +UTC,-38756 secs,-38756,TRUE,TRUE,,,,,,,,,This is a known attacker which has been flagged for other attacks,Early enough,https://github.com/forta-network/starter-kits/issues/351,,,,,,,,,,EOA's attacker,TRUE
2/13/2024,20242,7,Duelbits,Mainnet/bsc,Wallet compromise,Bet,"$4,600,000",,0x3933924FAf011aE8d24e44beE450b3d78E46a666,nill,,FALSE,FN,FN,,,0x3bf414c5a62704cc917242336394eeeed15a7e1a50e857c15e611dab92999aa4,,,,FALSE,FALSE,,,,,,,,,Private key compromise issue. However attacker used exch to launder funds,Logic failed,,,,,,,,,,,nill,nill
2/13/2024,20242,7,Synthetix,Mainnet,Reward manipulation,Synthetics,"$13,000",,0x92de7e617c958cd43e0f11b249566d718bbeca27,0x565F3e1dA04192A0949e2f0aA4F5a23E858F74Be,,FALSE,FN (Beta),FN,,,0x9963860ed56cd46b5eae835f9010d6872e5b8bd449f5640fa46c3409c7179c18,Feb-13-2024 03:02:35 AM +UTC,,,FALSE,FALSE,ATTACK-DETECTOR-PREPARATION,"Tue, 13 Feb 2024 01:50:21 GMT",-5534,not detected on prod,,,,,attack detector did not pick it up. After running it locally this is a perf issue,Perf issue,,,,,,,,,,,ChangeNow,TRUE
2/14/2024,20242,7,Dawn,Mainnet,Function Parameter Validation,Gas eficient protocol,$464,,0xea75aec151f968b8de3789ca201a2a3a7faeefba,0x89EcE22120d55e1F3eF2Bd3A10815c9AEE30ECbD,,FALSE,TP,FN,ATTACK-DETECTOR-2,"Mon, 08 Jan 2024 13:10:03 GMT",0x443f31678f5023d9810164a3d70b827f183df5e7067ee512fa460bb2c2345b3e,Feb-14-2024 02:53:59 PM +UTC,,,TRUE,TRUE,,,,,,,,,This is a known attacker which has been flagged for other attacks,Early enough,https://github.com/forta-network/starter-kits/issues/351,,,,,,,,,,EOA's attacker,TRUE
2/14/2024,20242,7,Miner,Mainnet,Function Parameter Validation,NFT collection,"$466,000",,0xea75AeC151f968b8De3789CA201a2a3a7FaeEFbA,0xBfF51C9C3D50d6168DFEF72133F5DBda453EbF29,,FALSE,TP,FN,ATTACK-DETECTOR-2,"Mon, 08 Jan 2024 13:10:03 GMT",0x75e3aeb00df69882a1b15d424e5e642650326ca3b923d7fd1922d57c51bc2c78,Feb-14-2024 01:48:23 PM +UTC,-3110400 secs,-3110400,TRUE,TRUE,,,,,,,,,Forta did not catch on time this attack but as the address executed other attacks - Forta alerted on time without flagging the victim,Logic failed,https://github.com/forta-network/starter-kits/issues/351,,,,,,,,,,EOA's attacker,TRUE
2/15/2024,20242,7,Dualpools,bsc,Rounding error,Money Market,"$40,000",,0x4645863205b47a0A3344684489e8c446a437D66C,0x38721b0d67DFdba1411BB277d95AF3D53FA7200E,,FALSE,FN,FN,,,0x90f374ca33fbd5aaa0d01f5fcf5dee4c7af49a98dc56b47459d8b7ad52ef1e93,Feb-15-2024 03:06:15 AM +UTC,,,FALSE,FALSE,,,,,,,,,"contract wrongly labeled as safe, also no funding bot alerted though being funded by TC",Logic failed,,,,,,,,,,,TC,TRUE
2/15/2024,20242,7,Loogn,bsc,Function Parameter Validation,Miscelaneous,"$1,000",,0x835b45d38cbdccf99e609436ff38e31ac05bc502,0x3559ee265Fc9C5c9A333b07E0199480b4A84f369,,FALSE,TP,TP,ATTACK-DETECTOR-2,"Thu, 15 Feb 2024 11:32:55 GMT",0xd081d6bb96326be5305a6c00dd51d1799971794941576554341738abc1ceb202,Feb-15-2024 02:34:16 PM +UTC,-7200 secs,-7200,TRUE,TRUE,,,,,,,,,It was alerted on time. Thing here is that the contract was invoked several times. Only the last one was the exploit,Early enough,,,,,,,,,,,TC,TRUE
2/16/2024,20242,7,xPet,Arbitrum,Wallet compromise,Gaming,"$254,000",,0x22518a5c1f3e29b01d8b04145953ce20d3c99f31,,,FALSE,FN,FN,,Feb-16-2024 02:54:19 PM +UTC,0x058b8808e721f68c01c62ad70687f38f39d749bfc9d0e8f6be839c3af603dec6,,,,FALSE,FALSE,,,,,,,,,There were withdrawals and no contract deployment. There was no a postmortem analyisis but it might have been a PKC,Logic failed,,,,,,,,,,,unknown,nill
2/19/2024,20242,8,Rugged Art,Mainnet,Reentrancy,NFT collection,"$32,000",,0x9733303117504c146A4E22261F2685ddb79780eF,0x9bB0cA1E54025232E18f3874F972a851A910E9cB,,FALSE,,FN,,,0x5a63da39b5b83fccdd825fed0226f330f802e995b8e49e19fbdd246876c67e1f,Feb-19-2024 02:00:23 PM +UTC,,,FALSE,FALSE,ATTACK-DETECTOR-2,"Mon, 19 Feb 2024 13:17:08 GMT",-2580,not detected on prod,,,,,entity clustering seems not to have been working as the original address. Also the contract was labeled as safe,Logic failed,"https://github.com/forta-network/starter-kits/issues/572
https://github.com/forta-network/starter-kits/issues/573",,,,,,,,,,Tornado Cash,FALSE
2/20/2024,20242,8,DeezNutz,Mainnet,Function Parameter Validation,,"$174,000",,0xd215ffaf0f85fb6f93f11e49bd6175ad58af0dfd,,,FALSE,TP,FN,ATTACK-DETECTOR-2,"Mon, 22 Jan 2024 17:16:48 GMT",0xbeefd8faba2aa82704afe821fd41b670319203dd9090f7af8affdf6bcfec2d61,Feb-21-2024 06:26:11 PM +UTC,-2592000 secs,-2592000,TRUE,TRUE,,,,,,,,,Same attacker than DAO soulmate,Logic failed,,,,,,,,,,,Railgun,TRUE
2/21/2024,20242,8,GAIN,Mainnet,Reward manipulation,,"$24,000",,0x0000000f95C09138DFEa7D9bCf3478fC2e13DCab,0x4e17d66d3008ae8f8e883953a843109c2fc12200,,TRUE,TP,FN,ATTACK-DETECTOR-2,"Sun, 11 Feb 2024 08:19:44 GMT",0x7acc896b8d82874c67127ff3359d7437a15fdb4229ed83da00da1f4d8370764e,Feb-21-2024 05:49:23 PM +UTC,-864000 secs,-864000,TRUE,TRUE,,,,,,,,,It was flagged due to another attack deployment and invoke happened all in the same tx,Logic failed,,,,,,,,,,,Binance,FALSE
2/23/2024,20242,8,Blueberry,Mainnet,oracle manipulation,leverage trading,"$1,340,000",,0x0512ac94E65f024471F18011719338C0E164b9B7,0x70B96d021a585dF77C66A1a16c28375Fd51f714d,,FALSE,FN,FN,,,0xb6748899565cff6c01190f507ea83a7d2efdfba13e119fd0f487f74ce899d25f,,,,FALSE,FALSE,,,,,,,,,Contract labeled as safe. Also a fn in the funding phase,Logic failed,"https://github.com/forta-network/starter-kits/issues/574
https://github.com/forta-network/starter-kits/issues/575",,,,,,,,,,Tornado Cash,FALSE
2/23/2024,20242,8,WOOFi,Mainnet,insufficient access control,,"$2,700",,0x2F746bC70f72aAF3340B8BbFd254fd91a3996218,0x64D06F3f2dc4Ea4b03ddAC561536CD06b4467B93,,FALSE,TP,TP,ATTACK-DETECTOR-2,"Fri, 23 Feb 2024 18:37:56 GMT",0x733780687f7d71c4b955732b6cf8fabf4906a8fb81d576f063d74441bd1ce2fc,Feb-23-2024 06:38:47 PM +UTC,-51 secs,-51,TRUE,TRUE,ATTACK-DETECTOR-2,"Fri, 23 Feb 2024 18:41:09 GMT",142,-184,,,,,Was caught in time,Early enough,,,,,,,,,,,Tornado Cash,FALSE
2/23/2024,20242,8,ZOOMER,Mainnet,oracle manipulation,Memecoin,"$14,000",,0xb0380B6D7a63E7CbF274C3b3C8838AbbD6BD4AbE,0xa4854022F4C16F0aBc3FdeC300427F6179A3043B,,FALSE,TP,TP,ATTACK-DETECTOR-PREPARATION,"Fri, 23 Feb 2024 15:32:23 GMT",0x06d7e7436414c658a33452d28400799f3637e83930dcec39b3bd065dabc6ef04,Feb-23-2024 03:41:35 PM +UTC,-540 secs,-540,TRUE,TRUE,,,,,,,,,Preparation label the attack was found early enough,Early enough,,Zoomer coin explot,,,,,,,,,Tornado Cash,TRUE
2/23/2024,20242,8,Jeffrey Zirlin (Axie Infinity),Mainnet,Wallet compromise,Gaming,"$9,700,000",,"0x39f817976c51a91b60145febad81067e69713105, 0x73f428e1037a310d472a24100da37fb1d8dec8b8, 0xa4017de6460bd63a77404dd2c2344d6135ed13b2",nill,,FALSE,FN,FN,,,0x36305616949691da46a85f7cc016ac7823e7bdb11ba7012da0aa213b53b94bd1,Feb-22-2024 11:24:35 PM +UTC,,,FALSE,FALSE,,,,,,,,,wallet was compromised,Logic failed,,,,,,,,,,,Tornado Cash,nill
2/25/2024,20242,8,Tornado Cash,Mainnet,Governance,Mixer,"$9,600,000",,0xfa6B7e8709DdbF1a734B463Ae9661760d4c438f0,nill,,FALSE,FN,FN,,,0xc02eda1edd8b563ad7c68cec11b42e9aff34721abafbba1a3fdf87b5d1fc62cb,Feb-23-2024 08:03:35 AM +UTC,,,FALSE,FALSE,,,,,,,,,It happened due to a passed proposal 2 month prior to withdrawals. Malicious contratc was not deployed,Logic failed,,,,,,,,,,,ChangeNow,nill
2/27/2024,20242,9,Serenity Shield,bsc,Wallet compromise,Data storage,"$586,000",,0x26b30F457f1e97E3DA22b9f43Fc03F3FA4D3F2ca,nill,,FALSE,FN,FN,,,0xbb115e9b4526190bac51994c0e12a0b6097c48d31b3d477e743267624e36f42c,Feb-27-2024 09:11:52 AM +UTC,,,FALSE,FALSE,,,,,,,,,PKC,Logic failed,,,,,,,,,,,Unknown,nill
2/28/2024,20242,9,Fx Protocol,Mainnet,arbitrary external calls,CDP protocol,"$5,000",,0x13A99ECCF9F4f1727a6218754b6667aA5113c731,0xc5023a6591dCd15C08c44bDa4bE75A5b54654f98,,FALSE,FN,FN,,,0xc5db99030c325a07122c1cc9dfe75d553724f0cbbe59747dc822aeb2fd1eb004,Feb-28-2024 09:18:23 PM +UTC,,,FALSE,FALSE,,,,,,,,,Deployed a contract and then invoked it but was too late considering it was frontran by a mev bot. In any case it was not detected it,Logic failed,,,,,,,,,,,Binance,TRUE
2/28/2024,20242,9,Smoofs,Polygon,Reentrancy,NFT collection,"$25,000",,0x149B268b8B8101E2b5DF84a601327484cB43221c,0x367120bf791cC03F040E2574AeA0ca7790D3D2E5,,FALSE,FN (Beta),FN,,,0x53658c2bfb3ee0da3c7ceb1d64bc72f4bbe81a0115838c36e242e58105a36729,Feb-28-2024 01:31:18 AM +UTC,,,FALSE,FALSE,ATTACK-DETECTOR-PREPARATION,"Tue, 27 Feb 2024 22:49:15 GMT",-10200,not detected on prod,,,,,The malicious one labeled it as safe. The beta version flagged it prior to the attack as soon as the contract was deployed,Logic failed,https://github.com/forta-network/starter-kits/issues/592,,,,,,,,,,ChangeNow,TRUE
2/28/2024,20242,9,Seneca,Mainnet,arbitrary external calls,,"$6,500,000",,0x94641c01a4937f2C8eF930580cF396142a2942DC,nill,,FALSE,FN,FN,,,0x23fcf9d4517f7cc39815b09b0a80c023ab2c8196c826c93b4100f2e26b701286,Feb-28-2024 12:09:59 PM +UTC,,,FALSE,FALSE,,,,,,,,,Seems like certtain contracts of the protocol were compromised. This made some users who approved these ones being scammed. It is pretty similar to a scam in the sense that wrong approval becomes a transfer from,Logic failed,https://github.com/forta-network/starter-kits/issues/470,,,,,,,,,,fixed float,TRUE
